Name,Year,Age,Major,Degree,Living Condition,GPA,Passing
Nick,Freshman,64,English,BS,Dorm,2.67,yes
Clayton,Junior,63,Journalism,BS,At home,3.11,yes
Mary,Senior,33,Math,BA,House,1.77,no
Ellie,Junior,23,Nursing,BS,Apartment,1.65,no
Daniel,Junior,62,Spanish,BS,House,3.21,yes
Daniel,Freshman,58,Spanish,BA,Apartment,2.04,yes
Emily,Sophomore,20,Journalism,BA,House,1.68,no
Hugh,Sophomore,58,Math,BA,Apartment,3,yes
Kim,Freshman,33,Music Education,BA,At home,3.62,yes
Daniel,Junior,33,English,BA,House,3.11,yes
Kim,Sophomore,29,Business,BS,At home,3.68,yes
Jeff,Senior,37,Graphic Design,BA,House,2.47,yes
Jeremiah,Freshman,51,Music Education,BS,At home,2.48,yes
John,Sophomore,53,Spanish,BA,At home,1.98,no
Hugh,Senior,35,Math,BA,At home,3.19,yes
Jacob,Freshman,63,Computer Science,BA,Dorm,1.61,no
John,Junior,23,Math,BA,Dorm,3.41,yes
Jeff,Sophomore,19,Math,BA,House,3.16,yes
Mary,Senior,52,Journalism,BA,Apartment,1.87,no
Jeff,Senior,59,Computer Science,BS,At home,1.8,no
Jared,Sophomore,58,History Education,BA,At home,3.4,yes
Jared,Freshman,52,Journalism,BA,House,2.53,yes
Gloria,Senior,64,Music Education,BS,Dorm,3.26,yes
Jenna,Freshman,48,Graphic Design,BS,Apartment,1.73,no
Liz,Sophomore,55,Nursing,BA,House,3.14,yes
Tori,Junior,22,Spanish,BA,Apartment,2.85,yes
Clayton,Senior,38,Journalism,BS,House,1.88,no
Jared,Freshman,50,Music Education,BS,Dorm,2.86,yes
Nick,Sophomore,33,Business,BS,Apartment,3.87,yes
Emily,Sophomore,48,Theatre,BS,Dorm,2.34,yes
Gloria,Freshman,25,Business,BA,At home,2.11,yes
Liz,Senior,44,Spanish,BA,Dorm,1.86,no
Emily,Freshman,44,Theatre,BS,House,2.98,yes
Jacob,Junior,62,Nursing,BA,At home,3.61,yes
Gloria,Sophomore,43,History Education,BA,Apartment,2.83,yes
Taylor,Freshman,33,Computer Science,BA,Apartment,3.62,yes
Jeff,Freshman,27,Journalism,BA,Apartment,1.88,no
Gloria,Sophomore,58,Journalism,BA,Dorm,1.71,no
Emily,Senior,46,Nursing,BS,House,3.38,yes
Ellie,Sophomore,47,Theatre,BS,At home,2.29,yes
Daniel,Junior,65,English,BS,Dorm,2.42,yes
Tori,Junior,44,Spanish,BA,House,2.84,yes
Taylor,Senior,51,English,BA,Dorm,2.06,yes
John,Freshman,41,English,BS,House,1.75,no
Gloria,Sophomore,53,Journalism,BS,Dorm,1.61,no
Nick,Senior,41,Computer Science,BA,At home,3.25,yes
Joe,Freshman,30,Math,BS,Apartment,2.41,yes
Jacob,Junior,46,Math,BS,Apartment,2.54,yes
Emily,Sophomore,47,Graphic Design,BS,At home,2.45,yes
Jeff,Senior,30,Journalism,BA,Dorm,3.83,yes
Liz,Sophomore,60,Spanish,BS,House,3,yes
Hugh,Senior,19,Music Education,BS,Apartment,1.81,no
Daniel,Junior,30,Theatre,BS,At home,3.2,yes
Liz,Sophomore,27,Math,BA,At home,2.42,yes
Ellie,Freshman,49,Journalism,BS,At home,3.87,yes
Clayton,Freshman,46,English,BA,Apartment,2.54,yes
Jeremiah,Sophomore,29,Computer Science,BA,Apartment,3.31,yes
Jeremiah,Freshman,45,Theatre,BS,At home,2.54,yes
Jenna,Junior,50,History Education,BS,At home,3.8,yes
Tori,Senior,36,English,BA,Apartment,2.94,yes
Emily,Senior,64,Spanish,BS,At home,3.75,yes
Jeremiah,Sophomore,35,History Education,BS,At home,3.47,yes
Clayton,Junior,43,Music Education,BS,Dorm,2.51,yes
Jared,Sophomore,27,Business,BA,Dorm,2.52,yes
John,Sophomore,44,Spanish,BA,At home,2.02,yes
John,Junior,36,Music Education,BA,At home,2.15,yes
Emily,Senior,33,History Education,BS,At home,2.01,yes
Ellie,Junior,56,Music Education,BA,At home,2.87,yes
Mary,Junior,24,English,BA,At home,2.35,yes
Mary,Freshman,35,Journalism,BA,At home,3,yes
Hugh,Freshman,59,Journalism,BS,Dorm,1.82,no
Mary,Junior,27,Journalism,BA,House,3.28,yes
Gloria,Senior,21,Business,BS,Apartment,3.73,yes
Kim,Senior,36,Journalism,BA,Dorm,2.51,yes
Emily,Junior,28,Theatre,BA,Dorm,3.12,yes
Kim,Junior,29,Business,BA,House,3.15,yes
Joe,Junior,32,History Education,BA,Apartment,2.31,yes
Mary,Sophomore,23,History Education,BS,At home,1.9,no
Kim,Junior,40,Computer Science,BA,Apartment,2.74,yes
Hugh,Junior,62,Math,BA,House,1.87,no
Nick,Sophomore,38,Graphic Design,BA,Dorm,2.97,yes
Hugh,Freshman,52,Math,BS,House,2.3,yes
Jenna,Sophomore,64,Music Education,BS,House,2.42,yes
Taylor,Senior,43,Theatre,BA,House,2.69,yes
Jared,Freshman,39,Nursing,BA,Dorm,1.86,no
Liz,Junior,30,Music Education,BS,Apartment,3.41,yes
Nick,Junior,31,Music Education,BA,Dorm,3.74,yes
Joe,Senior,29,English,BS,At home,2.81,yes
Hugh,Junior,51,Journalism,BS,Dorm,2.3,yes
Ellie,Freshman,46,Nursing,BS,Dorm,3.53,yes
Jacob,Freshman,33,Journalism,BS,Apartment,2.84,yes
Joe,Junior,29,Nursing,BA,House,3.2,yes
Noah,Sophomore,61,Math,BS,At home,3.21,yes
Emily,Junior,64,History Education,BA,Apartment,1.57,no
Kim,Junior,42,Nursing,BA,Dorm,2.01,yes
Jacob,Junior,26,Nursing,BS,Apartment,3.4,yes
John,Sophomore,60,Journalism,BA,At home,1.7,no
Jeremiah,Senior,55,Journalism,BA,House,3.4,yes
Joe,Junior,31,Nursing,BA,House,2.85,yes
Jared,Senior,46,Math,BS,House,2.56,yes
Jacob,Senior,34,Graphic Design,BS,Dorm,2.73,yes
Daniel,Senior,64,Computer Science,BS,House,2.78,yes
Ellie,Senior,62,English,BA,Dorm,3.57,yes
John,Freshman,53,English,BA,At home,3.17,yes
Hugh,Sophomore,49,Graphic Design,BS,Dorm,3.44,yes
Daniel,Freshman,57,Spanish,BS,At home,2.86,yes
Gloria,Sophomore,57,Music Education,BS,Dorm,3.46,yes
Jenna,Freshman,48,Math,BS,House,3.53,yes
Daniel,Junior,62,Journalism,BS,At home,2.5,yes
Tori,Freshman,29,Theatre,BA,Dorm,2.16,yes
Jacob,Freshman,55,History Education,BS,Dorm,2.84,yes
Jeremiah,Freshman,60,English,BS,Apartment,3.5,yes
Liz,Sophomore,27,Nursing,BA,House,3.45,yes
Jeff,Senior,39,Computer Science,BA,At home,3.48,yes
Kim,Junior,23,Spanish,BA,At home,1.97,no
Ellie,Senior,37,Business,BS,House,3.02,yes
Jeff,Freshman,38,English,BA,Dorm,1.74,no
Jeremiah,Senior,58,Business,BS,At home,2.52,yes
Tori,Freshman,34,Math,BS,Apartment,3.83,yes
Hugh,Junior,27,History Education,BA,Dorm,2.81,yes
Nick,Sophomore,64,English,BA,Dorm,2.34,yes
Liz,Junior,51,Spanish,BS,Apartment,3.51,yes
Ellie,Sophomore,42,Theatre,BA,Apartment,2.99,yes
Tori,Sophomore,31,History Education,BS,House,3.7,yes
Mary,Senior,64,Graphic Design,BA,House,2.66,yes
Joe,Sophomore,22,English,BA,House,3.22,yes
Kim,Freshman,34,Nursing,BS,At home,2.6,yes
John,Junior,46,Journalism,BS,Dorm,3.63,yes
Gloria,Freshman,18,Nursing,BS,Dorm,3.64,yes
Gloria,Junior,59,Theatre,BS,Dorm,2.87,yes
Jenna,Junior,55,English,BS,At home,3.43,yes
Noah,Sophomore,64,Business,BS,House,2.47,yes
Tori,Freshman,27,English,BA,At home,2.77,yes
Jeremiah,Junior,64,Journalism,BA,Dorm,1.93,no
Nick,Junior,31,Spanish,BS,House,3.73,yes
Jenna,Freshman,63,Graphic Design,BA,House,2.68,yes
Jenna,Senior,27,English,BS,At home,2.38,yes
Jacob,Senior,37,Journalism,BA,House,3.01,yes
Tori,Freshman,49,Business,BS,Apartment,2.11,yes
Jeff,Sophomore,19,Nursing,BS,Apartment,1.89,no
Joe,Junior,36,History Education,BA,Dorm,1.66,no
Joe,Sophomore,21,Nursing,BS,At home,2.53,yes
Jeff,Freshman,50,Theatre,BS,House,3.73,yes
Joe,Junior,37,Computer Science,BS,At home,3.5,yes
Hugh,Freshman,58,Journalism,BA,Apartment,1.58,no
Kim,Senior,47,English,BS,At home,2.68,yes
Jared,Freshman,63,Computer Science,BA,House,1.74,no
Nick,Junior,28,Music Education,BS,Apartment,2.12,yes
Noah,Senior,49,Math,BS,Apartment,2.16,yes
Noah,Senior,46,Music Education,BS,At home,2.98,yes
Jeremiah,Junior,63,Spanish,BA,House,2.73,yes
Joe,Junior,53,Theatre,BA,Apartment,1.91,no
Jenna,Freshman,33,Graphic Design,BA,At home,1.67,no
Clayton,Freshman,36,Journalism,BS,At home,2.38,yes
Jeff,Freshman,61,Spanish,BS,House,2.63,yes
Joe,Freshman,28,Theatre,BA,At home,1.62,no
Noah,Junior,58,Theatre,BA,Apartment,2.64,yes
Jeff,Senior,65,Music Education,BS,At home,2.36,yes
Ellie,Sophomore,54,Computer Science,BA,Dorm,1.95,no
Jared,Senior,56,Journalism,BA,Apartment,2.12,yes
Gloria,Senior,31,English,BA,At home,1.84,no
Taylor,Freshman,27,Math,BS,Apartment,1.96,no
Taylor,Freshman,43,Graphic Design,BA,At home,3.4,yes
Jared,Senior,49,Nursing,BS,Apartment,2.68,yes
Tori,Sophomore,44,Nursing,BA,House,1.59,no
Taylor,Freshman,65,Nursing,BA,At home,2.75,yes
Nick,Junior,45,English,BA,House,2.76,yes
Nick,Freshman,19,English,BA,At home,1.57,no
Taylor,Senior,20,Music Education,BS,House,2.66,yes
Gloria,Senior,46,Journalism,BS,Dorm,1.59,no
Jared,Senior,41,Spanish,BA,House,3.29,yes
Hugh,Sophomore,50,Computer Science,BS,House,2.41,yes
Ellie,Freshman,40,History Education,BA,At home,1.94,no
Ellie,Junior,40,Spanish,BS,At home,2.78,yes
Jenna,Senior,43,English,BA,House,2.42,yes
John,Freshman,62,Nursing,BS,Apartment,3.82,yes
Jeremiah,Freshman,37,Nursing,BA,Apartment,2.49,yes
Mary,Junior,35,History Education,BA,Apartment,1.77,no
Jared,Senior,32,Spanish,BS,Apartment,2.86,yes
Gloria,Freshman,33,Theatre,BS,House,1.97,no
Taylor,Sophomore,26,Business,BS,Dorm,3.74,yes
Hugh,Junior,42,Nursing,BS,At home,3.81,yes
Gloria,Junior,26,Music Education,BS,At home,1.73,no
Hugh,Senior,19,Graphic Design,BS,At home,3.55,yes
Jacob,Freshman,40,Theatre,BA,Dorm,3.71,yes
Tori,Junior,20,Music Education,BS,At home,2.35,yes
Jeremiah,Senior,48,Spanish,BS,Apartment,3.38,yes
Clayton,Sophomore,49,Math,BS,House,2.64,yes
Nick,Junior,26,Spanish,BA,House,3.07,yes
Jenna,Sophomore,47,Spanish,BA,Dorm,2.37,yes
Joe,Freshman,43,Theatre,BA,Dorm,3.23,yes
Mary,Senior,18,Spanish,BA,At home,3.2,yes
Gloria,Junior,20,Spanish,BA,Apartment,3.74,yes
Noah,Freshman,27,Music Education,BS,Apartment,2.63,yes
Emily,Sophomore,30,Journalism,BS,At home,3.69,yes
Noah,Senior,35,Nursing,BS,House,1.67,no
Emily,Sophomore,54,Music Education,BS,House,3.79,yes
Hugh,Sophomore,31,English,BA,House,2.1,yes
Taylor,Sophomore,47,Nursing,BA,Dorm,3.49,yes
Liz,Senior,49,Spanish,BS,At home,3.36,yes
Daniel,Sophomore,62,Business,BS,House,2.87,yes
Liz,Senior,62,Nursing,BS,At home,2.4,yes
John,Junior,31,Journalism,BA,Apartment,3.23,yes
Emily,Sophomore,20,Computer Science,BA,At home,2.2,yes
Jeremiah,Senior,40,Math,BS,At home,3.07,yes
Jacob,Junior,20,Nursing,BS,House,3.18,yes
Taylor,Sophomore,19,Theatre,BS,Apartment,3.28,yes
Taylor,Senior,25,Computer Science,BS,Apartment,2.23,yes
Gloria,Sophomore,40,Business,BA,At home,3.45,yes
Jared,Freshman,57,English,BA,Apartment,1.87,no
Gloria,Junior,40,Theatre,BS,House,1.79,no
Jared,Freshman,29,History Education,BS,Dorm,1.62,no
Ellie,Sophomore,21,Business,BA,Apartment,2.05,yes
Hugh,Junior,39,English,BA,Apartment,2.99,yes
Jeremiah,Junior,40,Music Education,BS,Apartment,3.82,yes
Jeff,Freshman,38,Computer Science,BA,Apartment,2.93,yes
John,Junior,44,Music Education,BA,House,1.8,no
Taylor,Junior,31,Math,BA,Dorm,1.6,no
Hugh,Senior,25,Graphic Design,BS,Dorm,1.95,no
Daniel,Sophomore,48,Music Education,BS,Apartment,3.78,yes
Jeff,Junior,28,Nursing,BA,Dorm,1.57,no
Emily,Freshman,60,Math,BS,Dorm,2.16,yes
Jacob,Freshman,24,Business,BA,House,3.81,yes
Clayton,Senior,19,English,BA,House,3.47,yes
Gloria,Senior,41,Journalism,BA,Apartment,3.05,yes
Tori,Freshman,57,Nursing,BS,Dorm,3.51,yes
Ellie,Junior,63,Graphic Design,BA,House,3.31,yes
Mary,Junior,19,Nursing,BS,Apartment,1.89,no
Jenna,Senior,49,Math,BS,At home,3.5,yes
Ellie,Junior,38,Theatre,BA,At home,3.75,yes
Mary,Junior,65,English,BS,Apartment,2,yes
Nick,Senior,34,Math,BS,House,2.2,yes
Jeff,Junior,34,History Education,BS,Apartment,2.93,yes
Hugh,Junior,60,History Education,BA,At home,3.73,yes
Kim,Freshman,59,Journalism,BS,House,2.02,yes
Jenna,Junior,48,Theatre,BS,Apartment,3.84,yes
Ellie,Freshman,48,Spanish,BA,At home,3.74,yes
Gloria,Sophomore,65,History Education,BA,Dorm,3.05,yes
Jacob,Freshman,65,English,BA,Apartment,1.69,no
Tori,Sophomore,55,Math,BS,Apartment,2.73,yes
Joe,Junior,49,Journalism,BA,Apartment,1.89,no
Jared,Senior,21,Music Education,BA,Apartment,2.34,yes
Ellie,Senior,30,Computer Science,BS,Dorm,1.79,no
Ellie,Junior,21,Spanish,BA,Apartment,3.86,yes
Nick,Sophomore,53,Spanish,BS,At home,3.02,yes
Daniel,Freshman,22,Computer Science,BA,Dorm,3.11,yes
Clayton,Junior,20,Journalism,BS,Apartment,2.8,yes
Ellie,Sophomore,47,Music Education,BA,Apartment,1.84,no
Clayton,Sophomore,52,Spanish,BS,House,3.77,yes
Liz,Freshman,58,Nursing,BA,At home,2.7,yes
Clayton,Sophomore,25,History Education,BS,House,2.73,yes
Jeremiah,Sophomore,52,English,BS,At home,2.88,yes
Ellie,Freshman,44,Computer Science,BS,At home,3.73,yes
Jared,Freshman,58,Graphic Design,BS,Dorm,3.09,yes
Taylor,Freshman,55,Business,BA,House,3.23,yes
Jeff,Freshman,48,Graphic Design,BS,At home,3.56,yes
Jeff,Senior,62,Spanish,BS,Dorm,1.68,no
Emily,Junior,39,Graphic Design,BA,Dorm,1.83,no
Tori,Sophomore,65,Music Education,BS,Dorm,2.67,yes
Liz,Freshman,57,Nursing,BA,At home,2.38,yes
Jenna,Sophomore,45,Journalism,BA,At home,3.61,yes
Liz,Sophomore,62,Theatre,BS,Dorm,2.09,yes
Clayton,Sophomore,18,Math,BS,Dorm,2.66,yes
Emily,Junior,45,Journalism,BS,Apartment,1.95,no
John,Senior,38,Computer Science,BA,Dorm,2.86,yes
Kim,Junior,57,History Education,BS,At home,3.23,yes
Noah,Junior,33,Journalism,BS,Apartment,2.82,yes
Liz,Sophomore,26,English,BA,House,2.06,yes
Jenna,Freshman,56,Journalism,BA,House,2.63,yes
Jeremiah,Senior,46,History Education,BS,House,2.91,yes
Emily,Junior,33,Theatre,BS,At home,3.61,yes
Jacob,Freshman,44,English,BA,House,3.68,yes
Hugh,Senior,20,Journalism,BS,House,3.24,yes
Liz,Junior,60,Spanish,BS,House,3,yes
John,Sophomore,44,Music Education,BS,Dorm,3.66,yes
Jacob,Sophomore,41,History Education,BA,At home,3.65,yes
Hugh,Sophomore,24,English,BA,House,2,yes
Noah,Senior,25,Graphic Design,BS,Apartment,3.2,yes
Clayton,Freshman,20,Journalism,BA,Dorm,2.28,yes
Emily,Senior,27,Nursing,BS,House,1.76,no
Nick,Sophomore,38,Journalism,BS,At home,3.26,yes
Ellie,Senior,40,Computer Science,BS,Apartment,3.36,yes
Hugh,Freshman,52,Nursing,BS,House,2.97,yes
Jared,Junior,52,Theatre,BS,At home,3.16,yes
Gloria,Sophomore,37,Math,BA,Dorm,3.18,yes
Daniel,Senior,37,Math,BA,Dorm,3.22,yes
Emily,Sophomore,58,English,BS,Apartment,3.25,yes
Daniel,Junior,56,Math,BS,At home,3.04,yes
Jenna,Junior,52,History Education,BA,Apartment,3.88,yes
Clayton,Junior,64,Graphic Design,BS,Apartment,2.18,yes
Taylor,Sophomore,47,English,BA,Dorm,2.32,yes
Mary,Freshman,54,Spanish,BS,Dorm,1.91,no
Jeremiah,Junior,65,Theatre,BS,Apartment,3.1,yes
Liz,Freshman,26,Computer Science,BA,At home,2.42,yes
Liz,Freshman,54,Theatre,BA,Dorm,2.6,yes
Daniel,Junior,53,History Education,BS,House,1.55,no
Jacob,Freshman,38,Spanish,BA,At home,2.48,yes
Gloria,Senior,65,Math,BS,House,1.9,no
Daniel,Senior,52,Spanish,BA,At home,3.78,yes
Nick,Junior,31,English,BS,House,3.87,yes
Taylor,Freshman,47,History Education,BS,At home,2.55,yes
Jared,Senior,47,Business,BS,Dorm,3.34,yes
Jared,Senior,28,Journalism,BA,Dorm,3.21,yes
Liz,Freshman,58,Computer Science,BS,House,1.91,no
Jacob,Senior,54,Journalism,BS,Dorm,2.09,yes
Gloria,Sophomore,36,Journalism,BS,House,3.61,yes
Clayton,Junior,24,Nursing,BS,Apartment,2.41,yes
Ellie,Senior,32,Spanish,BS,At home,2.21,yes
John,Junior,61,Spanish,BA,House,3.39,yes
Clayton,Junior,32,Business,BA,House,3.58,yes
Taylor,Junior,30,Graphic Design,BS,Apartment,2,yes
Hugh,Freshman,34,Journalism,BS,House,1.96,no
Liz,Senior,23,Business,BS,Apartment,2.67,yes
Emily,Sophomore,59,English,BA,Dorm,3.31,yes
Jenna,Senior,28,Computer Science,BA,Apartment,1.84,no
Nick,Senior,61,Math,BS,Apartment,2.15,yes
Mary,Freshman,23,Business,BS,At home,3.3,yes
Mary,Junior,62,Math,BA,Dorm,2.38,yes
Hugh,Freshman,39,Journalism,BA,At home,3.66,yes
Nick,Freshman,63,English,BS,At home,2.48,yes
Gloria,Sophomore,48,Journalism,BS,Apartment,3.47,yes
Liz,Senior,48,Theatre,BA,At home,3.17,yes
Mary,Sophomore,51,Theatre,BS,At home,2.23,yes
Noah,Sophomore,60,Nursing,BS,House,3.55,yes
Jeff,Freshman,29,Math,BA,Apartment,1.91,no
Daniel,Freshman,36,History Education,BA,Apartment,2.73,yes
Joe,Freshman,24,Math,BA,Apartment,2.33,yes
Kim,Freshman,24,English,BS,At home,3.17,yes
Nick,Sophomore,60,Business,BA,Dorm,3.87,yes
Joe,Senior,52,Computer Science,BS,Apartment,2.21,yes
Daniel,Freshman,61,Computer Science,BS,Apartment,3.76,yes
Tori,Freshman,63,Graphic Design,BA,At home,1.79,no
Jared,Junior,62,Journalism,BA,Apartment,1.77,no
Joe,Junior,28,Theatre,BS,House,2.8,yes
Mary,Freshman,46,Nursing,BS,At home,3.03,yes
Ellie,Freshman,24,Theatre,BA,House,2.49,yes
Jeff,Senior,35,Business,BS,At home,2.39,yes
Tori,Junior,40,Spanish,BS,House,2.69,yes
Tori,Junior,41,Graphic Design,BA,Apartment,2.28,yes
Mary,Freshman,55,Spanish,BA,Dorm,1.67,no
Jenna,Freshman,41,Math,BA,House,1.84,no
Ellie,Freshman,23,Business,BS,House,3.34,yes
Hugh,Senior,38,Graphic Design,BA,At home,2.65,yes
Daniel,Senior,30,Computer Science,BS,Apartment,2.93,yes
Daniel,Senior,64,Nursing,BA,House,3.66,yes
Jenna,Senior,51,Math,BA,Apartment,3.04,yes
Nick,Sophomore,19,English,BA,Dorm,2.61,yes
Hugh,Sophomore,34,Graphic Design,BS,At home,3.64,yes
Jeff,Sophomore,45,Math,BS,House,2.02,yes
Tori,Senior,47,History Education,BA,At home,2.15,yes
Jacob,Freshman,24,Business,BS,Dorm,3.78,yes
Jeremiah,Sophomore,60,Nursing,BS,Dorm,1.81,no
Jacob,Sophomore,24,Journalism,BA,At home,2.52,yes
Tori,Junior,45,Music Education,BS,At home,3.85,yes
Jeremiah,Freshman,27,Math,BS,Dorm,3.81,yes
Jared,Junior,55,Computer Science,BA,Apartment,2.21,yes
Hugh,Senior,28,Theatre,BS,Dorm,3.55,yes
Jacob,Senior,21,Music Education,BS,Dorm,1.68,no
Noah,Senior,57,Business,BA,Dorm,3.85,yes
Hugh,Senior,42,Music Education,BA,At home,3.54,yes
Tori,Senior,63,Graphic Design,BS,House,1.74,no
Nick,Sophomore,23,Business,BS,Apartment,3.51,yes
Emily,Junior,36,Graphic Design,BS,House,2.48,yes
Daniel,Senior,53,Nursing,BA,Dorm,2.78,yes
Nick,Freshman,50,English,BS,Apartment,1.79,no
Kim,Senior,40,Graphic Design,BS,At home,2.09,yes
Emily,Sophomore,32,Journalism,BS,At home,3.2,yes
Nick,Freshman,22,Nursing,BS,At home,1.96,no
Jenna,Junior,27,Nursing,BA,House,3.6,yes
Gloria,Sophomore,40,Business,BS,House,3.05,yes
Ellie,Junior,44,Nursing,BA,At home,3.73,yes
Hugh,Freshman,50,Computer Science,BS,House,3.87,yes
Jenna,Sophomore,38,Theatre,BA,House,2.99,yes
Clayton,Senior,24,English,BS,At home,1.57,no
John,Senior,24,Math,BS,House,2.01,yes
Nick,Junior,61,Spanish,BA,At home,2.16,yes
Ellie,Junior,18,Math,BA,Apartment,3.44,yes
Hugh,Junior,30,Business,BA,At home,2.24,yes
Noah,Sophomore,18,Journalism,BS,Dorm,3.84,yes
Nick,Senior,19,Theatre,BS,House,2.11,yes
Taylor,Senior,33,History Education,BS,Apartment,1.6,no
Daniel,Freshman,55,English,BA,House,2.75,yes
Mary,Junior,28,Business,BA,At home,3.86,yes
Joe,Senior,58,Spanish,BA,Apartment,3.45,yes
Kim,Sophomore,33,Theatre,BA,House,2.11,yes
Jared,Sophomore,21,History Education,BS,Apartment,2.55,yes
Daniel,Freshman,36,English,BA,At home,2.51,yes
Emily,Senior,63,Computer Science,BA,House,3.31,yes
Ellie,Freshman,62,Nursing,BS,Apartment,3.31,yes
Jared,Senior,50,Business,BA,Dorm,2.64,yes
Jenna,Junior,35,Theatre,BA,Dorm,3.56,yes
Jeremiah,Sophomore,53,Journalism,BA,Dorm,1.8,no
Jeff,Senior,37,History Education,BA,Apartment,3.59,yes
Taylor,Freshman,47,English,BS,At home,2.62,yes
Jared,Junior,36,Journalism,BA,At home,2.16,yes
Tori,Freshman,38,History Education,BS,Dorm,1.74,no
Joe,Freshman,57,Computer Science,BA,At home,3.62,yes
John,Junior,40,Journalism,BA,Apartment,3.12,yes
Kim,Junior,43,Theatre,BA,House,3.04,yes
Noah,Junior,35,English,BA,House,1.68,no
Nick,Junior,63,History Education,BS,House,2.45,yes
Joe,Senior,32,Spanish,BS,At home,3.22,yes
Noah,Sophomore,20,English,BA,House,3.48,yes
Jenna,Junior,61,Business,BA,At home,2.04,yes
Jacob,Senior,59,Graphic Design,BS,Apartment,2.72,yes
Noah,Freshman,24,Spanish,BA,House,2.29,yes
Nick,Junior,20,Music Education,BA,Dorm,2.29,yes
Jacob,Junior,18,Math,BS,At home,2.62,yes
Jared,Sophomore,59,Math,BS,At home,2.24,yes
Clayton,Senior,41,Spanish,BS,At home,3.74,yes
Mary,Sophomore,28,Business,BA,At home,3.24,yes
Jenna,Junior,27,Computer Science,BA,Apartment,2.34,yes
Kim,Senior,26,English,BS,House,3.68,yes
Jeff,Freshman,40,Theatre,BA,House,3.01,yes
Liz,Junior,48,Theatre,BS,Apartment,2.68,yes
Emily,Sophomore,56,Theatre,BA,At home,3.66,yes
John,Freshman,63,History Education,BA,House,3.31,yes
Liz,Senior,35,Spanish,BS,Apartment,1.84,no
Emily,Sophomore,35,Journalism,BA,Dorm,2.65,yes
Joe,Sophomore,52,Music Education,BA,House,2.2,yes
Hugh,Freshman,18,Theatre,BA,House,3.48,yes
Tori,Junior,26,Math,BA,House,1.98,no
Daniel,Sophomore,50,Music Education,BS,At home,1.82,no
Taylor,Senior,32,History Education,BA,Apartment,2.76,yes
John,Junior,44,Music Education,BA,At home,1.79,no
Liz,Junior,26,Math,BS,At home,3.88,yes
Emily,Sophomore,46,Spanish,BA,Apartment,1.78,no
Daniel,Senior,36,Music Education,BS,At home,2.48,yes
Noah,Junior,50,Music Education,BS,Apartment,3.55,yes
Jeff,Sophomore,44,Graphic Design,BA,Apartment,3.83,yes
Kim,Freshman,46,Music Education,BS,Apartment,2.12,yes
Kim,Sophomore,42,Spanish,BS,At home,2.29,yes
Tori,Junior,42,Spanish,BS,At home,3.44,yes
Nick,Freshman,55,Business,BA,Apartment,1.7,no
Kim,Senior,51,Graphic Design,BS,At home,2.92,yes
Jared,Freshman,21,Spanish,BA,Apartment,1.87,no
Jacob,Junior,56,History Education,BS,At home,2.89,yes
Gloria,Senior,26,Math,BA,At home,3.81,yes
Noah,Freshman,59,Theatre,BA,House,3.67,yes
Gloria,Senior,63,Music Education,BS,At home,2.84,yes
Noah,Senior,59,Journalism,BS,Dorm,2.24,yes
Noah,Sophomore,19,Theatre,BA,At home,3.63,yes
Mary,Junior,49,Math,BA,House,1.92,no
Ellie,Freshman,50,Math,BA,At home,2.44,yes
John,Sophomore,38,Theatre,BS,At home,3.16,yes
Hugh,Junior,33,Computer Science,BS,At home,3.37,yes
Clayton,Freshman,36,English,BS,At home,3.82,yes
Ellie,Junior,36,Computer Science,BS,House,1.81,no
Noah,Senior,49,English,BA,At home,3.37,yes
Hugh,Senior,34,Journalism,BA,At home,2.84,yes
Hugh,Sophomore,24,Graphic Design,BS,House,1.86,no
Noah,Junior,49,Journalism,BA,Apartment,3.55,yes
Gloria,Sophomore,19,Computer Science,BA,Apartment,1.81,no
Clayton,Freshman,53,Music Education,BS,At home,1.91,no
Jeff,Senior,42,Graphic Design,BS,Dorm,2.29,yes
Jenna,Senior,34,Music Education,BA,House,3.83,yes
Tori,Junior,57,Spanish,BA,Apartment,2.08,yes
Mary,Senior,39,Math,BS,Dorm,3.42,yes
Daniel,Sophomore,49,Computer Science,BS,House,2.34,yes
Mary,Sophomore,52,Graphic Design,BS,Apartment,1.67,no
Jeremiah,Senior,18,Computer Science,BS,Apartment,1.74,no
Hugh,Junior,25,History Education,BS,Apartment,2.86,yes
Noah,Freshman,49,English,BA,Apartment,2.55,yes
Hugh,Junior,37,Spanish,BA,Apartment,1.77,no
Joe,Senior,46,Math,BS,Dorm,2.95,yes
Clayton,Junior,19,Computer Science,BS,House,3.8,yes
John,Freshman,51,Music Education,BA,House,3.64,yes
Daniel,Senior,58,Computer Science,BA,House,3.36,yes
Jeremiah,Sophomore,41,Theatre,BS,House,3.15,yes
Jared,Junior,50,English,BS,At home,1.86,no
Kim,Senior,45,Music Education,BS,Apartment,2.57,yes
Taylor,Junior,57,Music Education,BA,Apartment,2.97,yes
Clayton,Senior,59,Nursing,BA,House,3.38,yes
Jenna,Sophomore,56,Nursing,BA,Dorm,3.7,yes
Joe,Freshman,25,Math,BS,At home,3.22,yes
Jenna,Senior,44,Theatre,BA,Apartment,2.59,yes
Liz,Sophomore,40,Graphic Design,BS,At home,1.97,no
Hugh,Sophomore,29,History Education,BS,Apartment,2.29,yes
Emily,Junior,39,Computer Science,BA,At home,2.99,yes
